Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.448962725939452e7
new_england_naturalgas,3.6881130642538255e8
new_england_uranium,0.0
middle_atlantic_naturalgas,1.0875928512829742e9
middle_atlantic_uranium,4.5229602665163285e8
middle_atlantic_coal,0.0
east_north_central_coal,2.1162915768378663e9
east_north_central_naturalgas,1.226721908556224e9
east_north_central_uranium,2.5008945343159276e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
