CO2_Cap,CO2_Price
CO2_Cap_1,-0.0
CO2_Cap_2,137224.01746073773
CO2_Cap_3,136903.3480418241
CO2_Cap_4,136903.3480418241
CO2_Cap_5,136903.3480418241
CO2_Cap_6,136903.3480418241
CO2_Cap_7,225191.28041751176
CO2_Cap_8,122480.19025213225
CO2_Cap_9,122480.19025213225
CO2_Cap_10,-0.0
CO2_Cap_11,-0.0
