Constraint,CapRes_1,CapRes_2,CapRes_3
t1,0.0,16.18738323892645,0.0
t2,0.0,16.18738323892645,0.0
t3,0.0,16.18738323892645,0.0
t4,0.0,16.18738323892645,0.0
t5,0.0,16.187383238926454,0.0
t6,0.0,16.187383238926454,0.0
t7,0.0,16.187383238926454,0.0
t8,0.0,16.187383238926454,0.0
t9,0.0,16.18738323892645,0.0
t10,0.0,16.187383238926454,0.0
t11,0.0,16.187383238926454,0.0
t12,0.0,16.18738323892645,0.0
t13,0.0,16.187383238926454,0.0
t14,0.0,16.187383238926458,0.0
t15,0.0,16.18738323892645,0.0
t16,0.0,16.187383238926714,0.0
t17,0.0,16.18738323892645,0.0
t18,0.0,43.001016336332704,0.0
t19,0.0,43.001016336332725,0.0
t20,0.0,43.00101633633271,0.0
t21,0.0,43.001016336332704,0.0
t22,0.0,43.001016336332725,0.0
t23,0.0,43.001016336332704,0.0
t24,0.0,43.001016336332725,0.0
t25,0.0,44.500049849764096,0.0
t26,0.0,44.5000498497641,0.0
t27,0.0,44.500049849764096,0.0
t28,0.0,44.500049849764096,0.0
t29,0.0,44.500049849764096,0.0
t30,0.0,44.500049849764096,0.0
t31,0.0,49.98251964363215,0.0
t32,0.0,49.98251964363215,0.0
t33,0.0,49.98251964363215,0.0
t34,0.0,41.826333871792094,0.0
t35,0.0,41.826333871792094,0.0
t36,0.0,40.36162567900184,0.0
t37,0.0,40.36162567900184,0.0
t38,0.0,40.36162567900185,0.0
t39,0.0,40.36162567900185,0.0
t40,0.0,40.36162567900184,0.0
t41,0.0,41.62755845994331,0.0
t42,0.0,49.98251964363215,0.0
t43,0.0,49.98251964363215,0.0
t44,0.0,49.982519643632145,0.0
t45,0.0,49.98251964363215,0.0
t46,0.0,49.98251964363215,0.0
t47,0.0,49.98251964363215,0.0
t48,0.0,44.500049849764096,0.0
t49,0.0,43.24074357267251,0.0
t50,0.0,43.00101633633244,0.0
t51,0.0,43.001016336332434,0.0
t52,0.0,42.68342323983814,0.0
t53,0.0,42.68342323983815,0.0
t54,0.0,42.365830143343864,0.0
t55,0.0,43.001016336332434,0.0
t56,0.0,43.06544410079766,0.0
t57,0.0,36.476213141381315,0.0
t58,0.0,28.878330607347507,0.0
t59,0.0,28.878330607347507,0.0
t60,0.0,28.878330607347507,0.0
t61,0.0,28.878330607347507,0.0
t62,0.0,28.8783306073475,0.0
t63,0.0,28.87833060734751,0.0
t64,0.0,28.878330607347507,0.0
t65,0.0,42.365830143343864,0.0
t66,0.0,51.0940269679151,0.0
t67,0.0,51.09402696791509,0.0
t68,0.0,51.09402696791509,0.0
t69,0.0,51.09402696791507,0.0
t70,0.0,51.09402696791509,0.0
t71,0.0,51.0940269679151,0.0
t72,0.0,51.09402696791509,0.0
t73,0.0,22.763054231164244,0.0
t74,0.0,22.76305423116424,0.0
t75,0.0,22.763054231164244,0.0
t76,0.0,22.763054231164244,0.0
t77,0.0,22.763054231164244,0.0
t78,0.0,24.300814045097354,0.0
t79,0.0,16.18738323892646,0.0
t80,0.0,1.1887160005382564,0.0
t81,0.0,0.0,0.0
t82,0.0,0.0,0.0
t83,0.0,0.0,0.0
t84,0.0,0.0,0.0
t85,0.0,0.0,0.0
t86,0.0,0.0,0.0
t87,0.0,0.0,0.0
t88,0.0,0.0,0.0
t89,0.0,0.0,0.0
t90,0.0,0.0,0.0
t91,0.0,16.187383238926454,0.0
t92,0.0,28.863793361832283,0.0
t93,0.0,28.863793361832283,0.0
t94,0.0,28.863793361832283,0.0
t95,0.0,28.863793361832283,0.0
t96,0.0,28.863793361832283,0.0
t97,0.0,43.96561535169368,0.0
t98,0.0,43.96561535169369,0.0
t99,0.0,41.88186544678367,0.0
t100,0.0,41.58927471132399,0.0
t101,0.0,41.53374313633245,0.0
t102,0.0,41.644806286315536,0.0
t103,0.0,41.326805908962456,0.0
t104,0.0,41.192171647050884,0.0
t105,0.0,32.156309438295864,0.0
t106,0.0,32.156309438295864,0.0
t107,0.0,32.156309438295864,0.0
t108,0.0,32.156309438295864,0.0
t109,0.0,32.156309438295864,0.0
t110,0.0,32.156309438295864,0.0
t111,0.0,32.156309438295864,0.0
t112,0.0,32.156309438295864,0.0
t113,0.0,32.156309438295864,0.0
t114,0.0,35.414932389000604,0.0
t115,0.0,41.58927471132399,0.0
t116,0.0,43.96561535169368,0.0
t117,0.0,43.96561535169368,0.0
t118,0.0,43.96561535169369,0.0
t119,0.0,43.96561535169369,0.0
t120,0.0,43.96561535169369,0.0
t121,0.0,136.87018926095757,0.0
t122,0.0,136.87018926095763,0.0
t123,0.0,136.87018926095763,0.0
t124,0.0,136.87018926095763,0.0
t125,0.0,136.87018926095763,0.0
t126,0.0,159.11548208596855,0.0
t127,0.0,111.95768455683,0.0
t128,0.0,42.40696277556509,0.0
t129,0.0,48.138930756330886,0.0
t130,72.06590843117243,111.95768455682999,0.0
t131,72.06590843117243,111.95768455683,0.0
t132,72.06590843117243,111.95768455683,64.0904189056407
t133,72.06590843117242,111.95768455683,70.07581911004635
t134,89.61262674386383,129.5044028695214,87.91512815819743
t135,91.08879613333751,130.98057225899507,87.91512815819743
t136,124.64015767510409,177.10723189942274,172.68790579835553
t137,124.64015767510412,177.10723189942277,354.18778686790404
t138,561.282480612149,613.7495548364677,570.7485385001353
t139,561.282480612149,613.7495548364677,570.7485385001354
t140,565.9109398526616,618.3780140769801,575.3769977406478
t141,553.1895270446097,620.8214103453212,576.21011342155
t142,235.51076970042539,618.3780140769801,574.1433089457577
t143,98.54973808935569,613.7495548364677,407.52720970541543
t144,72.06590843117243,613.7495548364677,5.479594619008401e-17
t145,2.7987915877643315,81.41135266112765,0.0
t146,2.7987915877643315,81.41135266112765,0.0
t147,0.0,81.41135266112765,0.0
t148,0.0,81.41135266112765,0.0
t149,0.0,81.41135266112765,0.0
t150,0.0,81.41135266112765,0.0
t151,0.0,45.785165362083575,0.0
t152,0.0,41.82633387179209,0.0
t153,0.0,39.05268740411261,0.0
t154,1.9345577461345023,41.82633387179208,0.0
t155,2.7987915877643315,41.82633387179209,0.0
t156,2.7987915877643315,41.82633387179208,0.0
t157,6.18816375245048,41.82633387179208,0.0
t158,6.188163752450481,41.82633387179208,0.0
t159,6.188163752450481,41.82633387179208,0.0
t160,6.188163752450481,41.82633387179208,0.0
t161,6.188163752450481,41.82633387179209,0.0
t162,28.86062687799145,41.88186544678364,0.0
t163,29.29481830233021,81.41135266112765,0.0
t164,448.11142865726384,500.5785028815825,0.0
t165,28.86062687799145,81.41135266112765,-4.864470891896614e-16
t166,28.86062687799145,81.41135266112765,0.0
t167,6.188163752450481,81.41135266112765,0.0
t168,2.7987915877643315,81.41135266112765,0.0
t169,0.0,35.19603792214544,0.0
t170,0.0,35.19603792214546,0.0
t171,0.0,35.19603792214546,0.0
t172,0.0,35.19603792214546,0.0
t173,0.0,35.19603792214546,0.0
t174,0.0,35.19603792214546,0.0
t175,0.0,38.990066988128085,0.0
t176,0.0,35.19603792214546,0.0
t177,0.0,35.19603792214545,0.0
t178,0.0,35.19603792214546,0.0
t179,0.0,35.19603792214546,0.0
t180,0.0,35.19603792214545,0.0
t181,0.0,35.19603792214545,0.0
t182,0.0,35.19603792214545,0.0
t183,0.0,35.19603792214545,0.0
t184,0.0,35.27152487986363,0.0
t185,0.0,41.533743136332426,0.0
t186,0.0,41.533743136332426,0.0
