region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Inv_cost_charge_MW,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Fixed_OM_cost_charge_MW,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,CO2SequestrationCost,EnergyRevenue,SubsidyRevenue,OperatingReserveRevenue,OperatingRegulationRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NENG_Rest,NENG_Rest_conventional_hydroelectric_1,1,1,1,0.0,0.0,0.0,5.6797387599999994e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.679966130081794e7,0.0,0.0,0.0,5.2317616437077746e7,0.0,0.0,0.0,7.679966130081794e7,5.6797387599999994e7,2.0002273700817943e7
NY_Z_A,NY_Z_A_conventional_hydroelectric_1,2,1,2,0.0,0.0,0.0,1.295391149e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1293268553837362e8,0.0,0.0,0.0,6.906233615335053e8,2.0440219793065542e8,0.0,0.0,-2.1293268553837362e8,1.295391149e8,-3.424718004383736e8
NY_Z_B,NY_Z_B_conventional_hydroelectric_1,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NY_Z_C&E,NY_Z_C&E_conventional_hydroelectric_1,4,1,4,0.0,0.0,0.0,3.3676233e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2457955288943127e6,0.0,0.0,0.0,1.1776072262688523e7,3.2965104320257134e6,0.0,0.0,-3.2457955288943127e6,3.3676233e6,-6.6134188288943125e6
NY_Z_D,NY_Z_D_conventional_hydroelectric_1,5,1,5,0.0,0.0,0.0,4.30715296e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.499472962177914e7,0.0,0.0,0.0,3.0586667435775673e8,8.647452295537709e7,0.0,0.0,-8.499472962177914e7,4.30715296e7,-1.2806625922177914e8
NY_Z_F,NY_Z_F_conventional_hydroelectric_1,6,1,6,0.0,0.0,0.0,1.4608994600000001e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4631742007785527e7,0.0,0.0,0.0,5.4062182151342064e7,1.5862071880238779e7,0.0,0.0,-1.4631742007785527e7,1.4608994600000001e7,-2.924073660778553e7
PJM_EMAC,PJM_EMAC_conventional_hydroelectric_1,10,1,7,0.0,0.0,0.0,3.0430972e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.224831758531105e7,0.0,0.0,0.0,2.45790970964714e7,0.0,0.0,0.0,5.224831758531105e7,3.0430972e7,2.1817345585311048e7
PJM_Rest,PJM_Rest_conventional_hydroelectric_1,11,1,8,0.0,0.0,0.0,8.02164678e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45406024218837e7,0.0,0.0,0.0,4.416168530259176e7,0.0,0.0,0.0,7.45406024218837e7,8.02164678e7,-5.675865378116295e6
NENG_Rest,NENG_Rest_conventional_steam_coal_1,1,1,9,0.0,0.0,0.0,3.9607026e7,0.0,0.0,6.660907288371808e6,0.0,0.0,0.0,0.0,0.0,7.351277590031949e7,0.0,0.0,0.0,6.1365661917913355e7,0.0,0.0,0.0,7.351277590031949e7,4.626793328837181e7,2.7244842611947678e7
NENG_Rest,NENG_Rest_natural_gas_fired_combined_cycle_1,1,1,10,0.0,0.0,0.0,6.940971310000001e7,0.0,0.0,8.86563726048002e7,6.301040801223162e8,0.0,0.0,0.0,0.0,3.297027256046642e8,0.0,0.0,0.0,5.214540116262139e8,0.0,0.0,0.0,3.297027256046642e8,7.881701658271165e8,-4.584674402224523e8
