Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.80377376e7
new_england_naturalgas,5.000135510475847e8
new_england_uranium,0.0
middle_atlantic_naturalgas,1.3913300525204668e9
middle_atlantic_uranium,6.717228154833627e8
middle_atlantic_coal,0.0
east_north_central_coal,2.217715649641172e9
east_north_central_naturalgas,9.740419353761826e8
east_north_central_uranium,3.4102244131584115e-8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
