CO2_Cap,CO2_Price
CO2_Cap_1,57178.652433883326
CO2_Cap_2,57992.3114487201
CO2_Cap_3,56058.364811751846
CO2_Cap_4,56058.364811751846
CO2_Cap_5,56057.71717235029
CO2_Cap_6,56058.364811751846
CO2_Cap_7,96400.22344476618
CO2_Cap_8,49014.497053995336
CO2_Cap_9,49014.497053995336
CO2_Cap_10,45287.566250074786
CO2_Cap_11,92711.64875825062
