Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.793649642288024e7
new_england_naturalgas,5.671034981230911e8
new_england_uranium,7.920397731595862e7
middle_atlantic_naturalgas,1.4930070652188878e9
middle_atlantic_uranium,6.639616195733136e8
middle_atlantic_coal,0.0
east_north_central_coal,2.0490148130276353e9
east_north_central_naturalgas,1.282459946078095e9
east_north_central_uranium,8.493782844064587e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
