Fuel,AnnualSum
No_fuel,0.0
new_england_coal,0.0
new_england_naturalgas,0.0
new_england_uranium,1.7458505083303726e8
middle_atlantic_naturalgas,0.0
middle_atlantic_uranium,7.26342440842116e8
middle_atlantic_coal,0.0
east_north_central_coal,0.0
east_north_central_naturalgas,0.0
east_north_central_uranium,1.511975980302309e9
new_england_naturalgas_ccs100,2.7209584577893704e8
middle_atlantic_naturalgas_ccs100,7.962277026090894e8
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,1.3977295218145704e9
None,0.0
