CO2_Cap,CO2_Price
CO2_Cap_1,50346.37851906777
CO2_Cap_2,57172.11023697586
CO2_Cap_3,56599.910271095316
CO2_Cap_4,56622.10142969422
CO2_Cap_5,56579.44659296434
CO2_Cap_6,56638.51001561243
CO2_Cap_7,94195.99338861012
CO2_Cap_8,50393.43138502415
CO2_Cap_9,50393.43138502415
CO2_Cap_10,39696.16059949249
CO2_Cap_11,80666.28206755422
