Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.803773760000011e7
new_england_naturalgas,4.8371770739232504e8
new_england_uranium,1.6279491400369218e8
middle_atlantic_naturalgas,1.3872186561856484e9
middle_atlantic_uranium,6.47512398565543e8
middle_atlantic_coal,0.0
east_north_central_coal,2.16025623225634e9
east_north_central_naturalgas,1.3472573283737552e9
east_north_central_uranium,-3.2071682653622734e-7
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
