Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.01713970417933e7
new_england_naturalgas,6.053216064263829e8
new_england_uranium,0.0
middle_atlantic_naturalgas,6.791928039141482e8
middle_atlantic_uranium,5.764409634007645e8
middle_atlantic_coal,0.0
east_north_central_coal,2.1667151366574783e9
east_north_central_naturalgas,1.136492139451262e9
east_north_central_uranium,2.539994164810983e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,6.271807402445034e7
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
