Constraint,CapRes_1,CapRes_2,CapRes_3
t1,0.0,15.319588767537365,0.0
t2,0.0,15.319588767537365,0.0
t3,0.0,15.319588767537365,0.0
t4,0.0,15.319588767537365,0.0
t5,0.0,15.319588767537372,0.0
t6,0.0,15.319588767537365,0.0
t7,0.0,15.319588767537365,0.0
t8,0.0,15.319588767537372,0.0
t9,0.0,15.319588767537365,0.0
t10,0.0,15.319588767537365,0.0
t11,0.0,15.319588767537365,0.0
t12,0.0,15.319588767537361,0.0
t13,0.0,15.319588767537365,0.0
t14,0.0,15.319588767537365,0.0
t15,0.0,15.319588767537365,0.0
t16,0.0,15.319588767537365,0.0
t17,0.0,15.319588767537372,0.0
t18,0.0,40.32199833445245,0.0
t19,0.0,40.32199833445241,0.0
t20,0.0,40.32199833445245,0.0
t21,0.0,40.32199833445245,0.0
t22,0.0,40.32199833445241,0.0
t23,0.0,40.32199833445241,0.0
t24,0.0,40.32199833445245,0.0
t25,0.0,40.969560390189635,0.0
t26,0.0,40.96956039018964,0.0
t27,0.0,40.96956039018964,0.0
t28,0.0,40.96956039018964,0.0
t29,0.0,40.969560390189635,0.0
t30,0.0,40.96956039018963,0.0
t31,0.0,40.96956039018963,0.0
t32,0.0,40.96956039018963,0.0
t33,0.0,40.96956039018963,0.0
t34,0.0,34.387546041583136,0.0
t35,0.0,15.319588767537365,0.0
t36,0.0,15.319588767537365,0.0
t37,0.0,15.319588767537365,0.0
t38,0.0,15.319588767537361,0.0
t39,0.0,15.319588767537365,0.0
t40,0.0,15.319588767537365,0.0
t41,0.0,34.53001727538633,0.0
t42,0.0,40.969560390189635,0.0
t43,0.0,40.96956039018963,0.0
t44,0.0,40.96956039018963,0.0
t45,0.0,40.96956039018963,0.0
t46,0.0,40.96956039018963,0.0
t47,0.0,40.96956039018963,0.0
t48,0.0,40.969560390189635,0.0
t49,0.0,42.18662863962193,0.0
t50,0.0,42.117037498051936,0.0
t51,0.0,37.96889625686753,0.0
t52,0.0,37.968896256867524,0.0
t53,0.0,37.968896256867524,0.0
t54,0.0,37.968896256867524,0.0
t55,0.0,40.46538972693807,0.0
t56,0.0,42.423610898250296,1.9582211713122257
t57,0.0,28.010536135958414,0.0
t58,0.0,28.010536135958418,0.0
t59,0.0,28.010536135958418,0.0
t60,0.0,28.010536135958418,0.0
t61,0.0,28.010536135958407,0.0
t62,0.0,28.010536135958414,0.0
t63,0.0,28.010536135958414,0.0
t64,0.0,28.010536135958414,0.0
t65,0.0,42.55329793175963,0.0
t66,0.0,47.15557089347346,0.0
t67,0.0,47.15557089347347,1.7138234565980944e-15
t68,0.0,47.155570893473474,0.0
t69,0.0,47.15557089347347,0.0
t70,0.0,47.15557089347347,0.0
t71,0.0,47.15557089347347,0.0
t72,0.0,47.15557089347347,0.0
t73,0.0,40.71045925014825,0.0
t74,0.0,32.51375376195706,0.0
t75,0.0,32.51375376195706,0.0
t76,0.0,32.51375376195706,0.0
t77,0.0,32.51375376195706,0.0
t78,0.0,32.51375376195706,0.0
t79,0.0,32.51375376195706,0.0
t80,0.0,35.97849925492507,0.0
t81,0.0,29.62966443597112,0.0
t82,0.0,22.23779018787643,0.0
t83,0.0,22.23779018787643,0.0
t84,0.0,22.23779018787643,0.0
t85,0.0,16.57930928275205,0.0
t86,0.0,16.57930928275205,0.0
t87,0.0,16.57930928275205,0.0
t88,0.0,22.23779018787643,0.0
t89,0.0,35.48793638156234,0.0
t90,0.0,40.70598533428272,0.0
t91,0.0,40.71045925014825,0.0
t92,0.0,40.71045925014825,0.0
t93,0.0,40.71045925014825,0.0
t94,0.0,40.71045925014825,0.0
t95,0.0,40.71045925014825,0.0
t96,0.0,40.71045925014825,0.0
t97,0.0,34.50729063085204,0.0
t98,0.0,34.50729063085204,0.0
t99,0.0,34.50729063085204,0.0
t100,0.0,34.50729063085204,0.0
t101,0.0,34.50729063085204,0.0
t102,0.0,38.33381219076507,0.0
t103,0.0,38.33381219076507,0.0
t104,0.0,34.098450535418095,0.0
t105,0.0,15.31958876753736,0.0
t106,0.0,11.314457827580465,0.0
t107,0.0,11.314457827580465,0.0
t108,0.0,11.314457827580465,0.0
t109,0.0,11.314457827580465,0.0
t110,0.0,11.314457827580465,0.0
t111,0.0,11.314457827580465,0.0
t112,0.0,11.314457827580465,0.0
t113,0.0,11.314457827580465,0.0
t114,0.0,40.281028156178,0.0
t115,0.0,40.64976429805194,0.0
t116,0.0,40.64976429805194,0.0
t117,0.0,40.64976429805194,0.0
t118,0.0,40.64976429805194,0.0
t119,0.0,40.64976429805194,0.0
t120,0.0,40.64976429805194,0.0
t121,0.0,43.68604272103987,0.0
t122,0.0,43.68604272103987,0.0
t123,0.0,41.03025534228595,0.0
t124,0.0,40.710459250148254,0.0
t125,0.0,40.64976429805195,0.0
t126,0.0,40.710459250148254,0.0
t127,0.0,40.46538972693807,0.0
t128,0.0,40.31760833745486,0.0
t129,0.0,35.497277292066855,0.0
t130,0.0,35.497277292066855,0.0
t131,0.0,35.497277292066855,0.0
t132,0.0,35.497277292066855,0.0
t133,0.0,35.497277292066855,0.0
t134,0.0,35.497277292066855,0.0
t135,0.0,35.497277292066855,0.0
t136,0.0,35.497277292066855,0.0
t137,0.0,35.497277292066855,0.0
t138,0.0,37.31220013331365,0.0
t139,0.0,42.18662863962193,0.0
t140,0.0,44.64479100043673,0.0
t141,0.0,44.64479100043673,0.0
t142,0.0,44.64479100043673,0.0
t143,0.0,43.68604272103987,0.0
t144,0.0,43.68604272103987,0.0
t145,0.0,33.767043084473066,0.0
t146,0.0,26.63684631932959,0.0
t147,0.0,26.63684631932959,0.0
t148,0.0,26.636846319329585,0.0
t149,0.0,15.319588767537365,0.0
t150,0.0,15.319588767537365,0.0
t151,0.0,9.960963742284749,0.0
t152,0.0,9.646958566378826,0.0
t153,0.0,9.646958566378826,0.0
t154,0.0,9.646958566378826,0.0
t155,0.0,9.646958566378826,0.0
t156,0.0,9.646958566378826,0.0
t157,0.0,9.646958566378826,0.0
t158,0.0,9.646958566378826,0.0
t159,0.0,9.646958566378826,0.0
t160,0.0,9.646958566378826,0.0
