Line,New_Trans_Capacity,Cost_Trans_Capacity
1,-0.0,-0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,1714.585137552429,1.0671577896126317e7
14,743.9121996076574,5.721428727182493e6
15,165.88593484583996,761748.212812097
16,172.76610960907576,2.414924680115661e6
17,0.0,0.0
