Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.703533746467452e7
new_england_naturalgas,3.7197290652706856e8
new_england_uranium,0.0
middle_atlantic_naturalgas,1.0921437530976117e9
middle_atlantic_uranium,5.2983079594098157e8
middle_atlantic_coal,0.0
east_north_central_coal,2.0369576923511398e9
east_north_central_naturalgas,1.2411290630255942e9
east_north_central_uranium,2.5184262165665203e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
