CO2_Cap,CO2_Price
CO2_Cap_1,239387.19853661855
CO2_Cap_2,220647.9473184502
CO2_Cap_3,209373.93419249874
CO2_Cap_4,209373.93419249874
CO2_Cap_5,209373.93419249874
CO2_Cap_6,209373.93419249874
CO2_Cap_7,369352.0072778284
CO2_Cap_8,180527.61861311476
CO2_Cap_9,180527.61861311476
CO2_Cap_10,205616.4498159348
CO2_Cap_11,445384.39315669914
