time,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5
0.0,-0.8101168467753259,0.16235650578055258,2.5478196100038497,0.6281526118059453,-2.0783315093675583,3.0753849384330474
0.02003338898163606,-0.8058537586932173,0.1731252487002931,2.5421911395121466,0.5990764358400985,-2.0528822377304548,3.0696084822516445
0.04006677796327212,-0.8019764912876965,0.18360458917444694,2.53600968094509,0.5708946986825297,-2.025216818290109,3.061949650656249
0.060100166944908176,-0.7984913074557688,0.1937567961391467,2.529374155368389,0.5441080108743781,-1.9957582446957776,3.0522758996501422
0.08013355592654424,-0.7954025934418346,0.2035496264178772,2.522409585588213,0.5191851577619635,-1.9650091863645247,3.040532719918815
0.1001669449081803,-0.7927131196205248,0.2129586650747667,2.5152592487832313,0.4965160134442394,-1.9335173962415246,3.0267618984403213
0.12020033388981635,-0.7904244601542555,0.22196922969569607,2.5080747059617408,0.47637616686036793,-1.9018414428296526,3.011111110346613
0.14023372287145242,-0.7885375473103335,0.23057760145609887,2.501005398234154,0.45890990883551225,-1.8705214784040618,2.9938314270691393
0.16026711185308848,-0.7870533216713264,0.23879147101899625,2.4941894410778374,0.4441324680659706,-1.840056092852022,2.975261344241053
0.18030050083472454,-0.7859734328556888,0.2466296278141534,2.4877467367749926,0.43194751466501285,-1.810883954225937,2.955798817707976
0.2003338898163606,-0.7853009470757629,0.25412103354244775,2.4817748498769303,0.4221736338281095,-1.7833690124991097,2.935865752207895
0.22036727879799667,-0.7850410256079895,0.26130348096034056,2.476347528676959,0.41457353644662714,-1.7577895918171835,2.9158713812217556
0.2404006677796327,-0.7852015485692617,0.2682220511083697,2.471515391547611,0.40888126258279545,-1.7343329119079265,2.8961810651189217
0.2604340567612688,-0.7857936684902435,0.27492755672554897,2.4673081368269973,0.40482458098395685,-1.7130963949157856,2.8770950987500354
0.28046744574290483,-0.7868322880369509,0.2814751062478605,2.4637376652367164,0.40214149053555676,-1.694095752539072,2.858839088436399
0.3005008347245409,-0.788336460929454,0.2879228717796947,2.4608015950462265,0.40059094028676817,-1.6772782854434662,2.8415646491407403
0.32053422370617696,-0.7903297165412678,0.2943310967216572,2.458486766712036,0.39995866789804113,-1.6625389237184738,2.8253574188085175
0.340567612687813,-0.7928403080086865,0.3007613364737825,2.456772483819312,0.40005933286428064,-1.6497365368561931,2.810249001588015
