Fuel,AnnualSum
No_fuel,0.0
new_england_coal,0.0
new_england_naturalgas,0.0
new_england_uranium,1.7120916174116984e8
middle_atlantic_naturalgas,0.0
middle_atlantic_uranium,6.628307173016919e8
middle_atlantic_coal,0.0
east_north_central_coal,0.0
east_north_central_naturalgas,0.0
east_north_central_uranium,1.2967571671279616e9
new_england_naturalgas_ccs100,3.4128177881270826e8
middle_atlantic_naturalgas_ccs100,6.930635076123483e8
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,1.8532050189740107e9
None,0.0
