CO2_Cap,CO2_Price
CO2_Cap_1,113525.02411774216
CO2_Cap_2,104963.88294867598
CO2_Cap_3,99520.10992405903
CO2_Cap_4,99520.10992405903
CO2_Cap_5,99520.10992405903
CO2_Cap_6,99520.10992405903
CO2_Cap_7,175776.87719076563
CO2_Cap_8,85752.55021571672
CO2_Cap_9,85752.55021571672
CO2_Cap_10,98449.55755974045
CO2_Cap_11,213098.45857627608
