Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.739144916872562e7
new_england_naturalgas,3.738425117589347e8
new_england_uranium,0.0
middle_atlantic_naturalgas,1.1085882291254573e9
middle_atlantic_uranium,5.2882723765285844e8
middle_atlantic_coal,0.0
east_north_central_coal,2.0649689028310244e9
east_north_central_naturalgas,1.2334640889649243e9
east_north_central_uranium,2.5208709898781294e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
