Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.4990488034498304e7
new_england_naturalgas,3.149401694082042e8
new_england_uranium,0.0
middle_atlantic_naturalgas,1.0303182956263102e9
middle_atlantic_uranium,5.445039207063885e8
middle_atlantic_coal,0.0
east_north_central_coal,2.2208044892891173e9
east_north_central_naturalgas,9.170248243428844e8
east_north_central_uranium,2.6057582279999995e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
