Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11
9000,1,1.0,1.0,9000,3,24,2208.0,1,11340.642072169489,972.63602906059,736.3617136961997,1458.9100297695993,166.44557391220985,901.4373334109312,1605.8658056647132,6128.775766097049,1908.8594708712017,13609.416972620054,51324.901490221855
,2,0.067,0.075,603,,,3048.0,2,10487.290938580756,908.6468166223932,688.1241148043364,1363.421316620037,155.6118383321252,841.4071179763605,1501.4352686092166,5724.583397697516,1784.6258482835099,13124.916991938757,49974.99482119297
,,,,,,,3504.0,3,9975.487886440555,865.3310420488447,655.637568611857,1298.4496148894073,148.7176429629804,802.0430422815599,1429.5161251653367,5454.1383823450315,1699.8314709617518,12887.107429119627,49512.48431052638
,,,,,,,,4,9740.868231706912,840.7198064956922,636.9331935313385,1261.0416654081353,143.79321769930556,779.4086987570497,1389.1231815872673,5296.788555230858,1652.5043766426313,12983.810072921597,49907.08653192843
,,,,,,,,5,9687.923088382064,829.890862852305,628.073226387935,1244.3065301138822,141.82344759383562,768.5835779409796,1371.3896941627488,5224.014260190553,1631.7987728780158,13339.044274643118,51201.0147462933
,,,,,,,,6,9904.894362007422,836.7820088071877,632.9954303564925,1255.1351470689872,143.79321769930556,774.4881892951996,1383.2120191124277,5266.302026227487,1646.588489852741,14065.30086482934,53644.79548023206
,,,,,,,,7,10478.985818059211,866.3154914709709,655.637568611857,1298.4496148894073,148.7176429629804,802.0430422815599,1432.4717064027564,5442.337145311468,1706.7333388832903,15102.38738152189,57071.41104933732
,,,,,,,,8,11252.400166628075,921.4446591100326,696.9840819477398,1381.1408716374815,157.58160843759512,852.2322387924306,1524.0947247627676,5787.523328543186,1817.1632256279054,15784.239696492921,59862.99234586068
,,,,,,,,9,11899.16142724338,970.6671302163378,735.3772729024882,1455.956770600025,166.44557391220985,898.4850277338212,1605.8658056647132,6104.18985561046,1912.8033953977952,16286.501387260294,61490.038249455654
,,,,,,,,10,12700.605557572457,1011.029556523508,765.8949375075447,1516.9907934378896,173.33976928135462,936.8650015362516,1671.8737866337535,6369.717688865627,1988.723942534718,16794.683648056358,63090.47144509561
,,,,,,,,11,13590.29159344295,1069.112072428948,809.2103324308505,1603.6197290787295,183.18861980870432,990.0065037242323,1766.4523862311844,6728.671981969835,2103.0977538059265,17259.448395308682,64842.32177220379
,,,,,,,,12,14186.183990863792,1117.3500941131272,845.6346417981758,1675.482368871699,191.06770023058408,1035.275190773253,1846.253079641517,7033.537272003546,2196.7659613125193,17448.906636226828,65670.06875756345
,,,,,,,,13,14459.214828009579,1141.9613296662797,864.3390168786943,1712.8903183529708,195.99212549425894,1057.9095342977632,1886.6460232195864,7190.887099117718,2245.0790367632885,17527.84756994272,65841.67483989411
,,,,,,,,14,14433.26132637975,1151.8058238875408,872.2145432283863,1727.6566142008412,196.9770105469939,1066.7664513290933,1902.4091231524915,7252.843593543925,2262.8266971329585,17568.304798472116,65604.91350705287
,,,,,,,,15,14352.286401294688,1152.7902733096669,873.1989840220978,1729.6254536472238,197.96189559972888,1067.7505532214632,1904.3795106441046,7260.711084899633,2265.784640527904,17684.74267570306,65472.76764686242
,,,,,,,,16,14429.108766118978,1157.7125204202973,876.1523064032323,1736.5163917095635,197.96189559972888,1072.6710626833133,1913.2462543563638,7288.247304644613,2276.6304329760355,18028.135737367196,66157.35661701574
,,,,,,,,17,14756.122886654806,1174.448160596441,888.9500367214818,1761.1268847893475,200.91655075793378,1087.4325910688635,1940.8316792389478,7389.541255849363,2310.1537914520795,19235.932023220368,68813.12133501003
,,,,,,,,18,16233.396199424596,1237.4529236125118,936.2031948196336,1855.6311782157184,211.75028633801844,1145.4946027186943,2046.247410040251,7780.948950795869,2436.359376303068,21221.29650617509,74120.98005265996
,,,,,,,,19,17419.99029394032,1345.742360046383,1018.8962214913994,2019.0448522654845,230.46310233998287,1245.8729957404355,2225.552671777047,8465.420698742522,2649.331300739111,21185.77308600294,75529.61821510682
,,,,,,,,20,17072.213372100625,1343.7734612021309,1017.9117806976878,2016.0915930959104,230.46310233998287,1244.8888938480654,2221.611896793821,8460.503516645203,2644.4013950808694,20693.379011950055,74495.39332319958
,,,,,,,,21,16599.85964243776,1322.1155739153567,1000.1918464108809,1982.621322507404,226.523562129043,1224.2227541082952,2185.159728198978,8317.905235822984,2600.0322441566937,20168.42180273936,73128.05074206225
,,,,,,,,22,15945.831401366106,1281.7531476081863,970.658622599536,1923.5561391159224,219.6293667598982,1187.8109840906047,2120.136940975744,8068.112385279234,2523.1257158881226,19260.601065006584,70975.1744364594
,,,,,,,,23,14899.386215651455,1223.6706317027463,926.3587868825186,1834.9583640286996,209.7805162325485,1132.7012781178842,2023.5879538866998,7696.373418722,2409.7378857485623,17876.174439964103,67642.16218498905
