Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.98098673007323e7
new_england_naturalgas,3.1586753393493307e8
new_england_uranium,6.618514594988414e7
middle_atlantic_naturalgas,8.599185553094405e8
middle_atlantic_uranium,6.719794948800011e8
middle_atlantic_coal,0.0
east_north_central_coal,2.190034686708539e9
east_north_central_naturalgas,9.730438068296334e8
east_north_central_uranium,0.0
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
