CO2_Cap,CO2_Price
CO2_Cap_1,504.76105172679274
CO2_Cap_2,481.2205568437772
CO2_Cap_3,453.51126105966057
CO2_Cap_4,451.1751929302667
CO2_Cap_5,451.03805875928845
CO2_Cap_6,450.7385024955634
CO2_Cap_7,454.42399450358045
CO2_Cap_8,412.86659520780984
CO2_Cap_9,405.9100346119627
CO2_Cap_10,433.8503965004007
CO2_Cap_11,458.7616219467626
