Fuel,AnnualSum
No_fuel,0.0
new_england_coal,0.0
new_england_naturalgas,0.0
new_england_uranium,1.8677431637739474e8
middle_atlantic_naturalgas,0.0
middle_atlantic_uranium,7.489937932062765e8
middle_atlantic_coal,0.0
east_north_central_coal,0.0
east_north_central_naturalgas,0.0
east_north_central_uranium,1.5596153255828407e9
new_england_naturalgas_ccs100,2.7550000862186193e8
middle_atlantic_naturalgas_ccs100,8.239407267929024e8
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,1.2923014857552085e9
None,0.0
