Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.6251645369985156e7
new_england_naturalgas,3.5508003774435616e8
new_england_uranium,-8.61079624883132e-7
middle_atlantic_naturalgas,1.0932381207868044e9
middle_atlantic_uranium,4.622435899254039e8
middle_atlantic_coal,0.0
east_north_central_coal,2.1149569754566472e9
east_north_central_naturalgas,1.2306612731245737e9
east_north_central_uranium,2.4508708272871304e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,-2.5989720597863196e-10
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
