Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.633518153512232e7
new_england_naturalgas,3.865049251996675e8
new_england_uranium,0.0
middle_atlantic_naturalgas,1.0522920337123674e9
middle_atlantic_uranium,5.1889430510602754e8
middle_atlantic_coal,0.0
east_north_central_coal,2.1073406018696687e9
east_north_central_naturalgas,1.2443087550557127e9
east_north_central_uranium,2.497845507767287e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
