Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.299950019744002e7
new_england_naturalgas,3.364206151605803e8
new_england_uranium,6.982865083896808e7
middle_atlantic_naturalgas,1.0723170765401397e9
middle_atlantic_uranium,6.550576906275584e8
middle_atlantic_coal,0.0
east_north_central_coal,2.0685562777138984e9
east_north_central_naturalgas,9.00524436840476e8
east_north_central_uranium,-1.7850834410637615e-9
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
