Fuel,AnnualSum
No_fuel,0.0
new_england_coal,-1.168266550166665e-9
new_england_naturalgas,471164.7191858334
new_england_uranium,1.6838404712785193e8
middle_atlantic_naturalgas,4.2404824726726115e6
middle_atlantic_uranium,6.82095487408095e8
middle_atlantic_coal,0.0
east_north_central_coal,-4.605704855151759e-8
east_north_central_naturalgas,471164.71918591054
east_north_central_uranium,1.27099265019849e9
new_england_naturalgas_ccs100,3.1386198391807604e8
middle_atlantic_naturalgas_ccs100,7.351474847010028e8
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,1.595292711045154e9
None,0.0
