Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.803773759999995e7
new_england_naturalgas,4.876071106561407e8
new_england_uranium,1.6953126834743544e8
middle_atlantic_naturalgas,1.4330713896160243e9
middle_atlantic_uranium,6.567384288250169e8
middle_atlantic_coal,0.0
east_north_central_coal,2.37319252166356e9
east_north_central_naturalgas,1.4460050896218545e9
east_north_central_uranium,2.7743029064624774e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
