Line,New_Trans_Capacity,Cost_Trans_Capacity
1,-0.0,-0.0
2,800.0,1.3364e7
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,1598.4607445499496,9.948819674078885e6
14,913.9697085282489,7.029341028290763e6
15,0.0,0.0
16,307.09015168644623,4.292506140273145e6
17,0.0,0.0
