Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.681994185904229e7
new_england_naturalgas,3.491516394741106e8
new_england_uranium,5.214214473714313e7
middle_atlantic_naturalgas,1.1028992196577907e9
middle_atlantic_uranium,5.167670471406698e8
middle_atlantic_coal,0.0
east_north_central_coal,2.036945493853238e9
east_north_central_naturalgas,1.2624558613903055e9
east_north_central_uranium,2.5520122921029335e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
