Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.978062630136001e7
new_england_naturalgas,3.2340371013672227e8
new_england_uranium,6.6735784453657545e7
middle_atlantic_naturalgas,9.704833011053964e8
middle_atlantic_uranium,9.219289659513143e8
middle_atlantic_coal,0.0
east_north_central_coal,2.265473598161798e9
east_north_central_naturalgas,1.0210249893061976e9
east_north_central_uranium,2.392771421000361e-9
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
