Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.2999500197439976e7
new_england_naturalgas,3.362010733485704e8
new_england_uranium,6.982865083896808e7
middle_atlantic_naturalgas,1.072344913144914e9
middle_atlantic_uranium,6.549513832808003e8
middle_atlantic_coal,0.0
east_north_central_coal,2.0689780664347768e9
east_north_central_naturalgas,8.998603624415218e8
east_north_central_uranium,0.0
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
