Constraint,CapRes_1,CapRes_2,CapRes_3
t1,0.0,8.536281908183227,0.0
t2,0.0,8.536281908183227,0.0
t3,0.0,8.536281908183227,0.0
t4,0.0,8.536281908183227,0.0
t5,0.0,8.536281908183227,0.0
t6,0.0,8.536281908183227,0.0
t7,0.0,8.712129869785288,0.0
t8,0.0,8.865235765094425,0.0
t9,0.0,10.094831946596656,0.0
t10,0.0,5.80674071701942,0.0
t11,0.0,3.5772912060287814,0.0
t12,0.0,3.577291206028779,0.0
t13,0.0,3.57729120602878,0.0
t14,0.0,3.577291206028779,0.0
t15,0.0,3.577291206028779,0.0
t16,0.0,3.577291206028779,0.0
t17,0.0,13.709015399635478,0.0
t18,0.3993474883043982,13.709015399635478,0.0
t19,0.3993474883043982,13.709015399635478,-0.0
t20,0.0,13.709015399635478,0.0
t21,0.0,13.709015399635478,0.0
t22,0.0,13.709015399635478,0.0
t23,0.0,13.70901539963548,0.0
t24,0.0,10.867277494529834,0.0
t25,0.0,7.705681662801401,0.0
t26,0.0,7.705681662801407,0.0
t27,0.0,7.705681662801403,0.0
t28,0.0,7.6860347034172,0.0
t29,0.0,2.845337434060566,0.0
t30,0.0,2.845337434060576,0.0
t31,0.0,2.855160913752682,0.0
t32,0.0,7.686034703417196,0.0
t33,0.0,6.747358047239707,0.0
t34,0.0,3.0411195579112316,0.0
t35,0.0,5.983517774821896e-16,0.0
t36,0.0,5.983517774821896e-16,0.0
t37,0.0,5.983517774821896e-16,0.0
t38,0.0,0.0,0.0
t39,0.0,5.983517774821896e-16,0.0
t40,0.0,5.983517774821896e-16,0.0
t41,0.0,0.6408577664560923,0.0
t42,0.0,7.705681662801407,0.0
t43,1.1967035549643792e-15,7.7056816628014095,0.0
t44,0.0,7.705681662801409,0.0
t45,0.0,7.705681662801405,0.0
t46,0.0,7.705681662801405,0.0
t47,0.0,7.705681662801405,0.0
t48,0.0,7.705681662801409,0.0
t49,-0.0,48.90489867870714,0.0
t50,0.0,41.179554093624105,0.0
t51,0.0,41.17955409362411,0.0
t52,0.0,41.17955409362411,0.0
t53,0.0,41.17955409362411,0.0
t54,0.0,41.17955409362411,0.0
t55,-1.994505924940632e-15,41.179554093624105,0.0
t56,0.42189191170372226,41.17955409362411,-1.5358783223955798e-15
t57,0.42189191170372026,50.948881192098916,0.0
t58,0.0,41.17955409362411,0.0
t59,0.0,41.17955409362411,0.0
t60,-1.994505924940632e-15,41.17955409362411,0.0
