Fuel,AnnualSum
No_fuel,0.0
new_england_coal,0.0
new_england_naturalgas,0.0
new_england_uranium,1.7221410533263564e8
middle_atlantic_naturalgas,0.0
middle_atlantic_uranium,6.404642105415232e8
middle_atlantic_coal,0.0
east_north_central_coal,0.0
east_north_central_naturalgas,0.0
east_north_central_uranium,1.251541436483994e9
new_england_naturalgas_ccs100,2.910604558665923e8
middle_atlantic_naturalgas_ccs100,8.760602106723756e8
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,1.7820671465387554e9
None,0.0
