CO2_Cap,CO2_Price
CO2_Cap_1,157167.96315863103
CO2_Cap_2,187048.74347832095
CO2_Cap_3,187048.74347832095
CO2_Cap_4,187075.17659278086
CO2_Cap_5,187034.18153463048
CO2_Cap_6,187081.2979831867
CO2_Cap_7,300747.23492071894
CO2_Cap_8,169264.45600768487
CO2_Cap_9,169264.45600768487
CO2_Cap_10,125251.35333586298
CO2_Cap_11,269462.23888021836
