Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.66907757870362e7
new_england_naturalgas,3.649910229926135e8
new_england_uranium,0.0
middle_atlantic_naturalgas,1.0739443721011374e9
middle_atlantic_uranium,4.539516769828721e8
middle_atlantic_coal,0.0
east_north_central_coal,2.0543013181629887e9
east_north_central_naturalgas,1.294557718119549e9
east_north_central_uranium,2.5383750442643866e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
