Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.803773759999988e7
new_england_naturalgas,4.790414427841291e8
new_england_uranium,2.4128449747705308e8
middle_atlantic_naturalgas,1.508198398096502e9
middle_atlantic_uranium,6.715337164964082e8
middle_atlantic_coal,0.0
east_north_central_coal,2.341767641520501e9
east_north_central_naturalgas,1.2903711741840022e9
east_north_central_uranium,6.005816858817011e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
